chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
lower,HB 901,NCV00008856,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 918,NCV00008857,lower,Second Reading,2013-05-15,other,97,16,7
lower,HB 936,NCV00008858,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 938,NCV00008859,lower,Second Reading,2013-05-16,other,108,1,11
lower,HB 980,NCV00008860,lower,Second Reading,2013-05-16,other,111,1,8
lower,HB 982,NCV00008861,lower,Second Reading,2013-05-15,other,109,3,8
lower,HB 13,NCV00008862,upper,Third Reading,2013-05-21,other,47,1,2
lower,HB 13,NCV00008863,upper,Amendment 1,2013-05-21,other,47,1,2
lower,HB 243,NCV00008864,lower,M11 Concur,2013-05-21,other,47,68,5
lower,HB 243,NCV00008865,lower,M11 Not Concur,2013-05-21,other,109,6,5
lower,HB 254,NCV00008866,lower,M11 Concur Sen. Amd. 1,2013-05-21,other,116,0,4
lower,HB 267,NCV00008867,lower,Third Reading,2013-05-21,other,108,7,5
lower,HB 267,NCV00008868,lower,A1 Speciale   Third Reading,2013-05-21,other,16,99,5
lower,HB 433,NCV00008869,lower,M11 Not Concur,2013-05-21,other,113,3,4
lower,HR 577,NCV00008872,lower,R2 For Adoption,2013-05-21,other,113,0,7
upper,SB 430,NCV00008874,lower,Second Reading,2013-05-22,other,117,0,3
lower,HB 241,NCV00008875,lower,Second Reading,2013-05-22,other,117,0,3
lower,HR 507,NCV00008876,lower,R2 For Adoption,2013-05-22,other,116,0,4
lower,HB 917,NCV00008877,lower,Second Reading,2013-05-22,other,117,0,3
lower,HR 1008,NCV00008878,lower,R2 For Adoption,2013-05-22,other,117,0,3
upper,SB 189,NCV00008879,lower,Second Reading,2013-05-23,other,109,0,11
upper,SB 402,NCV00008880,upper,Amendment 12,2013-05-22,other,11,39,0
upper,SB 402,NCV00008885,upper,Amendment 6 Motion 1 To Table,2013-05-22,other,17,33,0
upper,SB 402,NCV00008887,upper,Amendment 3,2013-05-22,other,17,33,0
upper,SB 402,NCV00008888,upper,Amendment 13,2013-05-22,other,46,0,4
upper,SB 402,NCV00008890,upper,Amendment 2,2013-05-22,other,17,33,0
upper,SB 402,NCV00008892,upper,Second Reading,2013-05-22,other,33,17,0
lower,HR 169,NCV00008896,lower,R2 For Adoption,2013-05-23,other,111,0,9
upper,SB 234,NCV00008897,lower,Second Reading,2013-05-29,other,117,0,3
lower,HB 10,NCV00008900,upper,Conference Rpt Motion 8 To Adopt,2013-05-30,other,44,5,1
lower,HB 13,NCV00008901,lower,M11 Not Concur,2013-05-29,other,117,0,3
lower,HJR 90,NCV00008902,lower,Second Reading,2013-05-29,other,116,0,4
lower,HB 146,NCV00008903,upper,SECOND READING,2013-05-30,other,46,3,1
lower,HB 371,NCV00008904,lower,Second Reading,2013-05-29,other,114,2,4
lower,HB 449,NCV00008905,upper,SECOND READING,2013-05-30,other,49,0,1
lower,HB 553,NCV00008906,lower,Second Reading,2013-05-29,other,94,23,3
lower,HB 591,NCV00008907,upper,Amendment 1,2013-05-30,other,49,0,1
lower,HB 591,NCV00008908,upper,Second Reading,2013-05-30,other,49,0,1
lower,HB 616,NCV00008909,lower,Second Reading,2013-05-29,other,117,0,3
lower,HB 671,NCV00008910,upper,SECOND READING,2013-05-30,other,49,0,1
lower,HB 828,NCV00008911,lower,A1 Fulghum   Second Reading,2013-05-29,other,117,0,3
lower,HB 980,NCV00008913,upper,Second Reading,2013-05-29,other,47,0,3
lower,HB 980,NCV00008914,lower,M11 Concur,2013-05-29,other,116,0,4
lower,HJR 1007,NCV00008916,upper,Second Reading,2013-05-30,other,49,0,1
lower,HJR 1007,NCV00008917,lower,Second Reading,2013-05-29,other,112,4,4
lower,HR 1012,NCV00008918,lower,R2 For Adoption,2013-05-29,other,116,0,4
upper,SB 208,NCV00008920,lower,A1 Dollar   Second Reading,2013-06-03,other,109,0,11
upper,SB 269,NCV00008922,lower,Third Reading,2013-06-03,other,94,16,10
upper,SB 334,NCV00008923,upper,Motion 9 To Concur,2013-06-03,other,17,29,4
lower,HB 553,NCV00008925,lower,Third Reading,2013-06-03,other,80,29,11
lower,HB 671,NCV00008926,upper,THIRD READING,2013-06-03,other,46,0,4
upper,SB 129,NCV00008927,lower,Second Reading,2013-06-04,other,115,0,5
upper,SB 210,NCV00008928,lower,Second Reading,2013-06-04,other,116,0,4
upper,SB 222,NCV00008929,lower,Second Reading,2013-06-04,other,115,1,4
upper,SB 222,NCV00008931,lower,A1 Horn   Second Reading,2013-06-04,other,116,0,4
upper,SB 252,NCV00008933,lower,Second Reading,2013-06-04,other,115,1,4
upper,SB 258,NCV00008934,lower,Second Reading,2013-06-04,other,115,0,5
upper,SB 393,NCV00008938,lower,"A1 Hall, L.   Second Reading",2013-06-04,other,116,0,4
upper,SB 393,NCV00008940,lower,Second Reading,2013-06-04,other,116,0,4
upper,SB 489,NCV00008941,lower,A1 Stam   Second Reading,2013-06-04,other,114,2,4
upper,SB 489,NCV00008942,lower,Second Reading,2013-06-04,other,74,42,4
upper,SB 137,NCV00008943,lower,Second Reading,2013-06-05,other,112,2,6
upper,SB 156,NCV00008944,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 200,NCV00008945,lower,Second Reading,2013-06-05,other,114,0,6
upper,SB 208,NCV00008946,upper,Motion 9 To Concur,2013-06-05,other,31,16,3
upper,SB 306,NCV00008947,lower,Third Reading,2013-06-05,other,77,39,4
upper,SB 306,NCV00008948,lower,A1 Jackson M3 To Lay On The Table  Third Reading,2013-06-05,other,73,39,8
upper,SB 411,NCV00008949,lower,Second Reading,2013-06-05,other,97,18,5
upper,SJR 431,NCV00008950,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 452,NCV00008952,lower,Second Reading,2013-06-05,other,115,1,4
upper,SB 460,NCV00008954,lower,Second Reading,2013-06-05,other,114,0,6
upper,SB 486,NCV00008955,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 489,NCV00008956,lower,Third Reading,2013-06-05,other,69,44,7
upper,SB 520,NCV00008957,lower,A1 Stevens   Second Reading,2013-06-05,other,115,0,5
upper,SB 528,NCV00008959,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 530,NCV00008960,lower,Second Reading,2013-06-05,other,114,1,5
upper,SB 539,NCV00008961,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 542,NCV00008962,lower,A1 Stevens   Second Reading,2013-06-05,other,115,0,5
upper,SB 542,NCV00008963,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 603,NCV00008964,lower,Second Reading,2013-06-05,other,115,0,5
upper,SB 634,NCV00008965,lower,Second Reading,2013-06-05,other,114,1,5
lower,HB 24,NCV00008966,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 25,NCV00008967,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 32,NCV00008968,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 88,NCV00008969,upper,Amendment 1,2013-06-04,other,47,0,3
lower,HB 88,NCV00008970,upper,Second Reading,2013-06-04,other,47,0,3
lower,HB 114,NCV00008971,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 125,NCV00008972,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 142,NCV00008973,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 200,NCV00008974,upper,Second Reading,2013-06-05,other,45,0,5
lower,HB 276,NCV00008975,upper,Second Reading,2013-06-04,other,47,0,3
lower,HB 276,NCV00008976,upper,Amendment 1,2013-06-04,other,47,0,3
lower,HB 279,NCV00008977,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 301,NCV00008978,upper,SECOND READING,2013-06-04,other,46,1,3
lower,HB 315,NCV00008979,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 317,NCV00008980,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 361,NCV00008981,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 368,NCV00008982,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 383,NCV00008983,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 384,NCV00008984,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 407,NCV00008985,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 410,NCV00008986,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 473,NCV00008987,upper,Second Reading,2013-06-05,other,45,0,5
lower,HB 480,NCV00008988,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 505,NCV00008989,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 532,NCV00008990,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 581,NCV00008991,upper,SECOND READING,2013-06-05,other,45,2,3
lower,HB 591,NCV00008992,lower,M11 Concur Sen. Amd. 1,2013-06-05,other,109,0,11
lower,HB 610,NCV00008993,upper,SECOND READING,2013-06-05,other,42,5,3
lower,HB 687,NCV00008994,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 707,NCV00008995,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 710,NCV00008996,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 774,NCV00008997,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 788,NCV00008998,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 789,NCV00008999,upper,SECOND READING,2013-06-05,other,46,0,4
lower,HB 813,NCV00009000,upper,SECOND READING,2013-06-04,other,47,0,3
lower,HB 821,NCV00009001,upper,SECOND READING,2013-06-05,other,47,0,3
lower,HB 829,NCV00009002,upper,SECOND READING,2013-06-05,other,45,2,3
lower,HB 903,NCV00009003,upper,SECOND READING,2013-06-04,other,47,0,3
upper,SB 36,NCV00009004,lower,C RPT Adopted,2013-06-06,other,109,0,11
upper,SB 124,NCV00009005,lower,Second Reading,2013-06-06,other,110,4,6
upper,SB 239,NCV00009006,upper,Motion 9 To Concur,2013-06-06,other,42,0,8
upper,SB 268,NCV00009007,lower,Second Reading,2013-06-06,other,107,1,12
upper,SB 387,NCV00009008,upper,Motion 9 To Concur,2013-06-06,other,42,0,8
upper,SB 393,NCV00009009,upper,Motion 9 To Concur,2013-06-06,other,0,42,8
upper,SB 443,NCV00009010,lower,Second Reading,2013-06-06,other,98,16,6
upper,SB 452,NCV00009011,lower,Third Reading,2013-06-06,other,113,1,6
upper,SB 468,NCV00009013,lower,Second Reading,2013-06-06,other,113,0,7
upper,SB 545,NCV00009014,lower,Second Reading,2013-06-06,other,110,0,10
upper,SB 545,NCV00009015,lower,M6 Reconsider  Third Reading,2013-06-06,other,114,0,6
upper,SB 583,NCV00009016,lower,Second Reading,2013-06-06,other,114,0,6
upper,SB 584,NCV00009017,lower,Second Reading,2013-06-06,other,114,0,6
upper,SB 630,NCV00009018,lower,Second Reading,2013-06-06,other,113,1,6
lower,HB 473,NCV00009019,upper,Third Reading,2013-06-06,other,42,0,8
lower,HB 473,NCV00009020,upper,Amendment 1,2013-06-06,other,41,0,9
lower,HB 688,NCV00009022,upper,Second Reading,2013-06-06,other,42,0,8
lower,HB 688,NCV00009023,upper,Amendment 1,2013-06-06,other,42,0,8
lower,HB 707,NCV00009024,upper,Third Reading,2013-06-06,other,42,0,8
lower,HB 707,NCV00009025,upper,Amendment 1,2013-06-06,other,42,0,8
lower,HB 816,NCV00009026,lower,Second Reading,2013-06-06,other,108,0,12
upper,SB 9,NCV00009027,lower,Second Reading,2013-06-07,other,102,0,18
upper,SB 9,NCV00009028,lower,A1 Lucas   Second Reading,2013-06-07,other,102,0,18
upper,SB 76,NCV00009029,lower,A1 Harrison   Second Reading,2013-06-07,other,34,67,19
upper,SB 76,NCV00009030,lower,Second Reading,2013-06-07,other,68,33,19
upper,SB 76,NCV00009031,lower,A2 Hager   Second Reading,2013-06-07,other,97,4,19
upper,SB 76,NCV00009032,lower,A3 Hager   Third Reading,2013-06-07,other,100,3,17
upper,SB 76,NCV00009033,lower,Third Reading,2013-06-07,other,70,33,17
upper,SB 268,NCV00009034,lower,Third Reading,2013-06-07,other,100,0,20
upper,SB 325,NCV00009035,lower,M7 Postpone To A Day Certain  Second Reading,2013-06-07,other,97,3,20
lower,HB 88,NCV00009036,lower,M11 Concur,2013-06-07,other,97,2,21
lower,HB 276,NCV00009037,lower,M11 Concur,2013-06-07,other,98,0,22
lower,HB 279,NCV00009038,lower,M11 Concur,2013-06-07,other,99,0,21
lower,HB 317,NCV00009039,lower,M11 Concur,2013-06-07,other,100,0,20
lower,HB 998,NCV00009040,lower,"A1 Hall, L. M3 To Lay On The Table  Second Reading",2013-06-07,other,66,32,22
lower,HB 998,NCV00009041,lower,A3 McManus M3 To Lay On The Table  Second Reading,2013-06-07,other,67,34,19
lower,HB 998,NCV00009042,lower,A2 Holley M3 To Lay On The Table  Second Reading,2013-06-07,other,65,31,24
lower,HB 998,NCV00009043,lower,M4 Previous Question  Second Reading,2013-06-07,other,71,32,17
lower,HB 998,NCV00009044,lower,Second Reading,2013-06-07,other,72,32,16
upper,SB 9,NCV00009045,lower,Third Reading,2013-06-10,other,112,0,8
upper,SB 9,NCV00009046,lower,A2 Hager   Third Reading,2013-06-10,other,112,0,8
upper,SB 207,NCV00009047,lower,Second Reading,2013-06-10,other,114,0,6
upper,SB 211,NCV00009048,lower,Second Reading,2013-06-10,other,113,0,7
upper,SB 325,NCV00009049,lower,A2 Stam   Second Reading,2013-06-10,other,112,0,8
upper,SB 325,NCV00009050,lower,A3 Holley   Second Reading,2013-06-10,other,43,70,7
upper,SB 325,NCV00009051,lower,Second Reading,2013-06-10,other,69,44,7
upper,SB 325,NCV00009052,lower,Third Reading,2013-06-10,other,70,42,8
upper,SB 325,NCV00009053,lower,A4 Jackson   Second Reading,2013-06-10,other,48,65,7
upper,SB 325,NCV00009054,lower,A5 Gill   Second Reading,2013-06-10,other,48,61,11
upper,SB 325,NCV00009055,lower,A1 Stam   Second Reading,2013-06-10,other,113,0,7
upper,SB 409,NCV00009056,lower,Second Reading,2013-06-10,other,111,2,7
upper,SB 545,NCV00009058,lower,Third Reading,2013-06-10,other,112,0,8
lower,HB 456,NCV00009059,lower,M11 Concur,2013-06-10,other,112,0,8
lower,HB 816,NCV00009060,lower,Third Reading,2013-06-10,other,110,0,10
lower,HB 998,NCV00009061,lower,Third Reading,2013-06-10,other,75,37,8
upper,SB 402,NCV00009064,lower,Second Reading,2013-06-12,other,77,41,2
upper,SB 402,NCV00009072,lower,A16 McManus AME-39  Second Reading,2013-06-12,other,97,18,5
upper,SB 402,NCV00009074,lower,A22 Wells AMK-33  Second Reading,2013-06-12,other,104,11,5
upper,SB 402,NCV00009075,lower,A9 Gill AMM-29  Second Reading,2013-06-12,other,49,65,6
upper,SB 402,NCV00009076,lower,A10 Dobson AMK-32  Second Reading,2013-06-12,other,113,1,6
upper,SB 402,NCV00009079,lower,A14 Blust AMH-36  Second Reading,2013-06-12,other,17,98,5
upper,SB 402,NCV00009080,lower,A4 Jeter ALH-44  Second Reading,2013-06-12,other,109,7,4
upper,SB 402,NCV00009084,lower,A5 Richardson ALM-45  Second Reading,2013-06-12,other,41,74,5
upper,SB 402,NCV00009085,lower,A25 Starnes AMK-30  Second Reading,2013-06-12,other,110,1,9
upper,SB 402,NCV00009089,lower,A3 Daughtry ALH-45  Second Reading,2013-06-12,other,115,0,5
lower,HB 473,NCV00009093,lower,M11 Concur,2013-06-12,other,115,0,5
lower,HB 505,NCV00009094,lower,M11 Concur,2013-06-10,other,114,0,6
lower,HB 707,NCV00009096,lower,M11 Concur Sen. Amd. 1,2013-06-12,other,115,0,5
upper,SB 9,NCV00009097,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 36,NCV00009098,upper,Conference Rpt Motion 8 To Adopt,2013-06-12,other,48,0,2
upper,SB 76,NCV00009099,upper,Motion 9 To Concur,2013-06-12,other,8,41,1
upper,SB 124,NCV00009100,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 137,NCV00009101,upper,Motion 9 To Concur,2013-06-10,other,46,2,2
upper,SB 156,NCV00009102,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 200,NCV00009103,upper,Motion 9 To Concur,2013-06-10,other,1,47,2
upper,SB 222,NCV00009104,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 248,NCV00009105,upper,Second Reading,2013-06-11,other,49,0,1
upper,SB 306,NCV00009106,upper,Motion 9 To Concur,2013-06-12,other,33,16,1
upper,SB 312,NCV00009107,upper,Third Reading,2013-06-11,other,38,10,2
upper,SB 312,NCV00009108,upper,Second Reading,2013-06-10,other,39,7,4
upper,SB 325,NCV00009109,upper,Motion 9 To Concur,2013-06-12,other,33,15,2
upper,SB 402,NCV00009110,lower,Third Reading,2013-06-13,other,77,40,3
upper,SB 409,NCV00009111,upper,Motion 9 To Concur,2013-06-12,other,0,49,1
upper,SB 411,NCV00009112,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 439,NCV00009113,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 443,NCV00009114,upper,Motion 9 To Concur,2013-06-12,other,48,1,1
upper,SB 452,NCV00009115,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 468,NCV00009116,upper,Motion 9 To Concur,2013-06-12,other,49,0,1
upper,SB 486,NCV00009117,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 489,NCV00009118,upper,Motion 9 To Concur,2013-06-10,other,40,8,2
upper,SB 520,NCV00009119,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 528,NCV00009120,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 530,NCV00009121,upper,Motion 9 To Concur,2013-06-12,other,48,0,2
upper,SB 539,NCV00009122,upper,Motion 9 To Concur,2013-06-10,other,48,0,2
upper,SB 542,NCV00009123,upper,Motion 9 To Concur,2013-06-12,other,47,0,3
upper,SB 545,NCV00009124,upper,Motion 9 To Concur,2013-06-12,other,48,0,2
upper,SB 571,NCV00009125,upper,Amendment 1,2013-06-12,other,47,0,3
upper,SB 571,NCV00009126,upper,Second Reading,2013-06-12,other,46,1,3
upper,SB 571,NCV00009127,upper,Amendment 2,2013-06-12,other,47,0,3
upper,SB 630,NCV00009128,upper,Motion 9 To Concur,2013-06-12,other,48,0,2
upper,SR 726,NCV00009129,upper,Motion 8 To Adopt,2013-06-12,other,48,0,2
lower,HB 29,NCV00009130,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 60,NCV00009131,upper,Second Reading,2013-06-11,other,48,1,1
lower,HB 68,NCV00009132,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 120,NCV00009133,upper,Second Reading,2013-06-12,other,47,1,2
lower,HB 157,NCV00009134,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 209,NCV00009135,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 211,NCV00009136,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 219,NCV00009137,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 223,NCV00009138,upper,Second Reading,2013-06-11,other,48,0,2
lower,HB 240,NCV00009139,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 248,NCV00009140,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 255,NCV00009141,upper,Second Reading,2013-06-11,other,49,0,1
lower,HJR 271,NCV00009142,upper,Second Reading,2013-06-13,other,45,0,5
lower,HB 278,NCV00009143,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 289,NCV00009144,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 322,NCV00009145,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 331,NCV00009146,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 332,NCV00009147,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 350,NCV00009148,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 390,NCV00009149,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 396,NCV00009150,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 439,NCV00009151,upper,Second Reading,2013-06-11,other,48,1,1
lower,HB 501,NCV00009152,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 515,NCV00009153,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 562,NCV00009154,upper,Third Reading,2013-06-13,other,46,0,4
lower,HB 562,NCV00009155,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 587,NCV00009156,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 587,NCV00009157,upper,Amendment 1,2013-06-11,other,49,0,1
lower,HB 597,NCV00009158,upper,Second Reading,2013-06-12,other,36,11,3
lower,HB 611,NCV00009159,upper,Second Reading,2013-06-12,other,47,0,3
lower,HB 614,NCV00009160,upper,Second Reading,2013-06-12,other,47,1,2
lower,HB 623,NCV00009161,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 629,NCV00009162,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 641,NCV00009163,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 649,NCV00009164,upper,Amendment 1,2013-06-12,other,46,2,2
lower,HB 649,NCV00009165,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 650,NCV00009166,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 662,NCV00009167,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 664,NCV00009168,upper,Second Reading,2013-06-11,other,49,0,1
lower,HB 664,NCV00009169,upper,Amendment 1,2013-06-11,other,49,0,1
lower,HB 684,NCV00009170,upper,Second Reading,2013-06-12,other,47,0,3
lower,HB 743,NCV00009171,upper,Third Reading,2013-06-13,other,41,6,3
lower,HB 743,NCV00009172,upper,Amendment 2 Motion 1 To Table,2013-06-12,other,33,15,2
lower,HB 743,NCV00009173,upper,Amendment 1,2013-06-12,other,43,5,2
lower,HB 743,NCV00009174,upper,Second Reading,2013-06-12,other,40,8,2
lower,HB 762,NCV00009175,upper,Second Reading,2013-06-12,other,47,0,3
lower,HB 763,NCV00009176,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 765,NCV00009177,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 817,NCV00009178,upper,Second Reading,2013-06-13,other,42,5,3
lower,HB 850,NCV00009179,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 879,NCV00009180,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 892,NCV00009181,upper,Second Reading,2013-06-12,other,48,0,2
lower,HB 937,NCV00009182,upper,Amendment 2,2013-06-12,other,16,32,2
lower,HB 937,NCV00009183,upper,Amendment 1,2013-06-12,other,39,8,3
lower,HB 937,NCV00009184,upper,Second Reading,2013-06-12,other,32,16,2
lower,HB 937,NCV00009185,upper,Amendment 3,2013-06-12,other,48,0,2
lower,HB 937,NCV00009186,upper,Amendment 4,2013-06-13,other,14,31,5
lower,HB 937,NCV00009187,upper,Third Reading,2013-06-13,other,31,14,5
lower,HB 998,NCV00009188,upper,Amendment 1,2013-06-13,other,18,29,3
lower,HB 998,NCV00009189,upper,Second Reading,2013-06-13,other,30,17,3
upper,SB 8,NCV00009190,lower,Second Reading,2013-06-17,other,107,5,8
upper,SB 25,NCV00009191,lower,Second Reading,2013-06-17,other,112,0,8
upper,SB 264,NCV00009192,lower,Second Reading,2013-06-17,other,71,41,8
upper,SB 285,NCV00009193,lower,Second Reading,2013-06-17,other,112,0,8
upper,SB 358,NCV00009194,lower,Second Reading,2013-06-17,other,112,0,8
upper,SB 402,NCV00009195,upper,Motion 9 To Concur  Second Reading,2013-06-17,other,0,47,3
upper,SB 494,NCV00009196,upper,Motion 9 To Concur,2013-06-17,other,47,0,3
upper,SB 663,NCV00009197,upper,Amendment 1,2013-06-17,other,47,0,3
upper,SB 663,NCV00009198,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 57,NCV00009199,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 147,NCV00009200,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 209,NCV00009201,upper,Amendment 1,2013-06-17,other,10,37,3
lower,HB 223,NCV00009202,lower,M11 Concur,2013-06-17,other,109,0,11
lower,HB 240,NCV00009203,lower,M11 Concur,2013-06-17,other,109,0,11
lower,HB 255,NCV00009205,lower,M11 Not Concur,2013-06-17,other,110,0,10
lower,HB 322,NCV00009206,lower,M11 Concur,2013-06-17,other,111,0,9
lower,HB 332,NCV00009207,lower,M11 Concur,2013-06-17,other,111,0,9
lower,HB 333,NCV00009208,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 390,NCV00009209,lower,M11 Concur,2013-06-17,other,111,0,9
lower,HB 433,NCV00009210,upper,Conference Rpt Motion 8 To Adopt,2013-06-17,other,47,0,3
lower,HB 433,NCV00009211,lower,C RPT Adopted,2013-06-17,other,112,0,8
lower,HB 459,NCV00009212,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 493,NCV00009213,lower,Second Reading,2013-06-17,other,86,23,11
lower,HB 543,NCV00009214,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 587,NCV00009215,lower,M11 Concur,2013-06-17,other,112,0,8
lower,HB 614,NCV00009216,upper,Third Reading,2013-06-17,other,44,0,6
lower,HB 626,NCV00009217,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 628,NCV00009218,upper,Second Reading,2013-06-17,other,45,1,4
lower,HB 628,NCV00009219,upper,Amendment 1,2013-06-17,other,46,0,4
lower,HB 662,NCV00009220,lower,M11 Not Concur,2013-06-17,other,112,0,8
lower,HB 664,NCV00009221,lower,M11 Concur,2013-06-17,other,109,2,9
lower,HB 785,NCV00009222,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 785,NCV00009223,upper,Amendment 1,2013-06-17,other,47,0,3
lower,HB 817,NCV00009224,upper,Third Reading,2013-06-17,other,44,2,4
lower,HR 835,NCV00009225,lower,R2 For Adoption,2013-06-17,other,108,0,12
lower,HB 868,NCV00009226,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 891,NCV00009227,upper,Second Reading,2013-06-17,other,47,0,3
lower,HB 951,NCV00009228,lower,Second Reading,2013-06-17,other,76,36,8
upper,SJR 7,NCV00009229,lower,Second Reading,2013-06-18,other,114,0,6
upper,SB 264,NCV00009230,lower,A2 Stam   Third Reading,2013-06-18,other,115,0,5
upper,SB 639,NCV00009233,lower,Second Reading,2013-06-18,other,109,5,6
lower,HB 219,NCV00009235,lower,M11 Concur,2013-06-18,other,113,0,7
lower,HB 331,NCV00009236,lower,M11 Concur,2013-06-18,other,113,1,6
lower,HB 493,NCV00009237,lower,Third Reading,2013-06-18,other,88,26,6
lower,HB 597,NCV00009238,lower,M11 Concur,2013-06-18,other,113,2,5
lower,HB 641,NCV00009239,lower,M11 Concur,2013-06-18,other,114,1,5
lower,HB 649,NCV00009240,lower,M11 Not Concur,2013-06-18,other,115,0,5
lower,HB 817,NCV00009241,lower,M11 Concur  R2 Ruled Mat'l,2013-06-18,other,105,8,7
lower,HR 861,NCV00009242,lower,R2 For Adoption,2013-06-18,other,110,0,10
upper,SJR 7,NCV00009243,upper,Second Reading,2013-06-18,other,50,0,0
upper,SJR 15,NCV00009244,upper,Second Reading,2013-06-19,other,46,0,4
upper,SJR 15,NCV00009245,lower,Second Reading,2013-06-19,other,113,0,7
upper,SB 18,NCV00009246,upper,Second Reading,2013-06-20,other,47,0,3
upper,SB 103,NCV00009247,lower,M8 Re-Refer Finance  Second Reading,2013-06-27,other,84,4,32
upper,SB 103,NCV00009248,lower,Second Reading,2013-06-27,other,95,14,11
upper,SB 103,NCV00009249,lower,M6 Reconsider  Second Reading,2013-06-27,other,74,14,32
upper,SB 127,NCV00009250,lower,Third Reading,2013-06-27,other,86,27,7
