state,session,chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
nc,2013,lower,HB 1224,NCV00010782,lower,Second Reading Motion 12 - Add to Cal.  C RPT Adoption,2014-08-15 16:11:00,other,44,46,29
nc,2013,lower,HB 1224,NCV00010643,upper,Motion 11 Divide Question,2014-07-24 11:25:00,other,23,25,2
nc,2013,lower,HB 1224,NCV00010796,lower,R2 Ruled Mat'l   C RPT Adoption,2014-08-19 13:02:00,other,47,54,18
nc,2013,lower,HB 1224,NCV00010745,upper,Conference Rpt Motion 8 To Adopt,2014-08-01 00:35:00,other,32,11,7
nc,2013,lower,HB 1224,NCV00010628,upper,Amendment 1,2014-07-23 12:47:00,other,23,27,0
nc,2013,lower,HB 1166,NCV00010084,lower,Second Reading,2014-06-03 16:00:00,other,112,2,6
nc,2013,upper,SB 337,NCV00008479,upper,Amendment 1,2013-05-07 14:21:00,other,49,0,1
nc,2013,upper,SB 337,NCV00008481,upper,Amendment 3,2013-05-07 14:24:00,other,40,9,1
nc,2013,upper,SB 337,NCV00009924,lower,Motion 12 - Move S337 to Rules Comm.,2013-06-26 14:00:00,other,80,35,5
nc,2013,upper,SB 337,NCV00008483,upper,Amendment 5,2013-05-07 14:36:00,other,48,0,2
nc,2013,upper,SB 231,NCV00009491,lower,C RPT Adopted,2013-07-08 19:22:00,other,109,0,10
nc,2013,lower,HB 1190,NCV00010405,lower,Second Reading,2014-06-25 16:06:00,other,112,0,8
nc,2013,lower,HB 698,NCV00010162,upper,Second Reading,2014-06-11 15:40:00,other,49,0,1
nc,2013,lower,HB 698,NCV00010272,lower,M11 Concur,2014-06-18 16:57:00,other,112,0,8
nc,2013,lower,HB 698,NCV00010181,upper,Third Reading,2014-06-12 08:46:00,other,45,0,5
nc,2013,lower,HB 698,NCV00010182,upper,Amendment 2,2014-06-12 08:45:00,other,45,0,5
nc,2013,lower,HB 698,NCV00010161,upper,Amendment 1,2014-06-11 15:39:00,other,49,0,1
nc,2013,lower,HJR 1268,NCV00010406,lower,Second Reading,2014-06-25 17:14:00,other,112,0,8
nc,2013,lower,HB 201,NCV00010645,lower,M11 Concur,2014-07-24 15:43:00,other,66,42,11
nc,2013,lower,HB 201,NCV00010646,lower,M3 To Lay On The Table/M8 to Re-Refer,2014-07-24 15:23:00,other,68,41,10
nc,2013,lower,HB 201,NCV00008596,lower,Third Reading,2013-05-14 17:05:00,other,80,35,5
nc,2013,lower,HB 201,NCV00010633,upper,Second Reading,2014-07-23 13:45:00,other,39,9,2
nc,2013,lower,HB 201,NCV00010618,upper,Amendment 1,2014-07-21 19:02:00,other,33,15,2
nc,2013,lower,HB 201,NCV00010631,upper,Amendment 4,2014-07-23 13:44:00,other,48,0,2
nc,2013,lower,HB 201,NCV00010632,upper,Amendment 3,2014-07-23 13:42:00,other,25,23,2
nc,2013,lower,HB 558,NCV00009021,lower,Second Reading,2013-06-06 12:19:00,other,112,0,8
nc,2013,lower,HB 558,NCV00010183,upper,Second Reading,2014-06-12 08:19:00,other,45,0,5
nc,2013,lower,HB 492,NCV00008382,lower,A1 Dollar   Second Reading,2013-05-02 13:43:00,other,110,0,10
nc,2013,upper,SB 729,NCV00010551,lower,Third Reading,2014-07-03 11:43:00,other,94,16,10
nc,2013,upper,SB 729,NCV00010544,lower,A1 Murry   Second Reading,2014-07-02 16:32:00,other,108,0,12
nc,2013,upper,SB 729,NCV00010539,lower,A22 Floyd   Third Reading,2014-07-03 09:41:00,other,105,1,14
nc,2013,upper,SB 729,NCV00010545,lower,A28 Baskerville   Third Reading,2014-07-03 10:46:00,other,102,7,11
nc,2013,upper,SB 729,NCV00010534,lower,A3 Stone   Second Reading,2014-07-02 16:55:00,other,57,54,9
nc,2013,upper,SB 729,NCV00010389,upper,Amendment 9,2014-06-25 14:28:00,other,46,0,4
nc,2013,upper,SB 729,NCV00010564,lower,A9 Wilkins M3 To Lay On The Table  Second Reading,2014-07-02 17:20:00,other,63,49,8
nc,2013,upper,SB 729,NCV00010540,lower,A25 Harrison M4 Previous Question  Third Reading,2014-07-03 10:13:00,other,65,41,14
nc,2013,upper,SB 729,NCV00010558,lower,A27 Fisher   Third Reading,2014-07-03 10:40:00,other,51,59,10
nc,2013,upper,SB 729,NCV00010542,lower,A3 Stone M3 To Lay On The Table  Second Reading,2014-07-02 18:36:00,other,51,61,8
nc,2013,upper,SB 729,NCV00010332,upper,Amendment 5,2014-06-24 16:34:00,other,14,32,4
nc,2013,upper,SB 729,NCV00010550,lower,A14 Floyd   Second Reading,2014-07-02 17:50:00,other,42,68,10
nc,2013,upper,SB 729,NCV00010538,lower,A13 Fisher   Second Reading,2014-07-02 17:46:00,other,37,71,12
nc,2013,upper,SB 729,NCV00010541,lower,A6 McGrady   Second Reading,2014-07-02 17:10:00,other,86,26,8
nc,2013,upper,SB 729,NCV00010391,upper,Amendment 13,2014-06-25 14:45:00,other,13,33,4
nc,2013,upper,SB 729,NCV00010331,upper,Second Reading,2014-06-24 16:58:00,other,45,0,5
nc,2013,upper,SB 729,NCV00010552,lower,A7 Goodman M3 To Lay On The Table  Second Reading,2014-07-02 17:14:00,other,56,53,11
nc,2013,upper,SB 729,NCV00010586,upper,Motion 9 To Concur,2014-07-14 19:11:00,other,0,46,4
nc,2013,upper,SB 729,NCV00010563,lower,A3 Stone M6 Reconsider  Second Reading,2014-07-02 18:31:00,other,56,54,10
nc,2013,upper,SB 729,NCV00010546,lower,Second Reading,2014-07-02 19:25:00,other,85,27,8
nc,2013,upper,SB 729,NCV00010560,lower,A17 Torbett   Second Reading,2014-07-02 17:56:00,other,110,1,9
nc,2013,upper,SB 729,NCV00010555,lower,A5 Wray M3 To Lay On The Table  Second Reading,2014-07-02 17:06:00,other,57,52,11
nc,2013,upper,SB 729,NCV00010328,upper,Amendment 3,2014-06-24 16:20:00,other,33,13,4
nc,2013,upper,SB 729,NCV00010783,upper,Motion 9 To Concur,2014-08-14 20:39:00,other,0,39,10
nc,2013,upper,SB 729,NCV00010561,lower,A26 Pittman   Third Reading,2014-07-03 10:41:00,other,22,86,12
nc,2013,upper,SB 729,NCV00010562,lower,A3 Stone   Second Reading,2014-07-02 19:11:00,other,54,58,8
nc,2013,upper,SB 729,NCV00010329,upper,Amendment 6,2014-06-24 16:43:00,other,13,33,4
nc,2013,upper,SB 729,NCV00010556,lower,A11 Luebke   Second Reading,2014-07-02 17:34:00,other,39,68,13
nc,2013,upper,SB 729,NCV00010548,lower,A12 Hamilton   Second Reading,2014-07-02 17:37:00,other,32,75,13
nc,2013,upper,SB 729,NCV00010549,lower,"A8 Graham, G. M3 To Lay On The Table  Second Reading",2014-07-02 17:17:00,other,59,49,12
nc,2013,upper,SB 729,NCV00010805,upper,Conference Rpt Motion 8 To Adopt,2014-08-20 19:27:00,other,38,2,10
nc,2013,upper,SB 729,NCV00010543,lower,"A19 Martin, G.   Second Reading",2014-07-02 18:03:00,other,107,2,11
nc,2013,upper,SB 729,NCV00010557,lower,A25 Harrison   Third Reading,2014-07-03 10:14:00,other,39,69,12
nc,2013,upper,SB 729,NCV00010559,lower,A16 Baskerville M3 To Lay On The Table  Second Reading,2014-07-02 17:54:00,other,63,49,8
nc,2013,upper,SB 729,NCV00010537,lower,"A10 Graham, C. M3 To Lay On The Table  Second Reading",2014-07-02 17:27:00,other,57,53,10
nc,2013,upper,SB 729,NCV00010533,lower,A21 Meyer   Second Reading,2014-07-02 18:22:00,other,39,73,8
nc,2013,upper,SB 729,NCV00010386,upper,Amendment 10,2014-06-25 14:34:00,other,43,1,6
nc,2013,upper,SB 729,NCV00010536,lower,"A20 Hall, L. M3 To Lay On The Table  Second Reading",2014-07-02 18:11:00,other,63,48,9
nc,2013,upper,SB 729,NCV00010327,upper,Amendment 8,2014-06-24 16:51:00,other,13,33,4
nc,2013,upper,SB 729,NCV00010554,lower,A4 Shepard   Second Reading,2014-07-02 17:02:00,other,50,60,10
nc,2013,upper,SB 729,NCV00010392,upper,Amendment 12,2014-06-25 14:41:00,other,37,9,4
nc,2013,upper,SB 729,NCV00010547,lower,A2 Torbett/Jeter   Second Reading,2014-07-02 16:37:00,other,108,0,12
nc,2013,upper,SB 729,NCV00010388,upper,Amendment 15,2014-06-25 15:09:00,other,45,0,5
nc,2013,upper,SB 729,NCV00010387,upper,Third Reading,2014-06-25 15:13:00,other,45,0,5
nc,2013,upper,SB 729,NCV00010797,lower,C RPT Adoption,2014-08-20 14:28:00,other,84,13,22
nc,2013,upper,SB 729,NCV00010390,upper,Amendment 14,2014-06-25 14:47:00,other,46,0,4
nc,2013,upper,SB 729,NCV00010553,lower,A15 Shepard   Second Reading,2014-07-02 17:52:00,other,110,2,8
nc,2013,upper,SB 729,NCV00010535,lower,A24 Moffitt   Third Reading,2014-07-03 10:03:00,other,96,13,11
nc,2013,upper,SB 729,NCV00010333,upper,Amendment 7,2014-06-24 16:48:00,other,13,33,4
nc,2013,upper,SB 729,NCV00010330,upper,Amendment 1,2014-06-24 16:05:00,other,47,0,3
nc,2013,upper,SB 719,NCV00010274,lower,Second Reading,2014-06-18 16:06:00,other,78,37,5
nc,2013,upper,SB 719,NCV00010275,lower,"A2 Hall, L.   Second Reading",2014-06-18 15:50:00,other,44,72,4
nc,2013,upper,SB 719,NCV00010276,lower,A1 Glazier   Second Reading,2014-06-18 15:45:00,other,44,71,5
nc,2013,upper,SB 321,NCV00009651,lower,A2 Catlin   Second Reading,2013-07-17 15:07:00,other,79,32,9
nc,2013,upper,SB 264,NCV00009231,lower,"A1 Brawley, W.   Third Reading",2013-06-18 14:32:00,other,112,3,5
nc,2013,lower,HB 95,NCV00007868,lower,Second Reading,2013-03-11 19:23:00,other,112,1,7
nc,2013,lower,HB 1043,NCV00010146,lower,Second Reading,2014-06-10 15:35:00,other,116,0,4
nc,2013,lower,HB 1043,NCV00010295,upper,Amendment 1,2014-06-19 12:06:00,other,48,0,2
nc,2013,lower,HB 1043,NCV00010407,lower,M11 Concur,2014-06-25 15:59:00,other,112,0,8
nc,2013,lower,HB 1043,NCV00010296,upper,Second Reading,2014-06-19 12:07:00,other,48,0,2
nc,2013,upper,SB 761,NCV00010481,lower,Second Reading,2014-06-30 18:56:00,other,116,0,4
nc,2013,upper,SB 761,NCV00010297,upper,Second Reading,2014-06-19 11:55:00,other,48,0,2
nc,2013,lower,HB 857,NCV00009780,lower,M11 Concur,2013-07-23 19:58:00,other,109,1,10
nc,2013,upper,SB 151,NCV00009721,upper,Motion 9 To Concur,2013-07-19 11:37:00,other,28,5,17
nc,2013,upper,SB 788,NCV00010672,lower,Second Reading,2014-07-25 10:13:00,other,88,8,23
nc,2013,upper,SJR 879,NCV00010148,lower,Second Reading,2014-06-10 15:25:00,other,116,0,4
nc,2013,upper,SJR 879,NCV00010147,upper,Second Reading,2014-06-10 14:26:00,other,50,0,0
nc,2013,lower,HB 793,NCV00008838,lower,Second Reading,2013-05-15 18:48:00,other,113,0,7
nc,2013,lower,HB 917,NCV00009566,lower,M11 Concur,2013-07-09 14:03:00,other,114,0,5
nc,2013,lower,HR 690,NCV00008217,lower,R2 For Adoption,2013-04-23 14:28:00,other,116,0,4
nc,2013,upper,SB 279,NCV00008935,lower,Second Reading,2013-06-04 14:28:00,other,116,0,4
nc,2013,lower,HB 1099,NCV00010408,lower,Second Reading,2014-06-25 17:38:00,other,113,0,7
nc,2013,lower,HB 92,NCV00009881,upper,Second Reading,2013-07-25 21:16:00,other,46,0,4
nc,2013,lower,HB 727,NCV00009909,lower,M11 Concur Sen. Amd. 2,2013-07-25 11:19:00,other,112,0,8
nc,2013,lower,HB 569,NCV00010335,lower,M11 Concur  R2 Ruled Mat'l,2014-06-23 19:15:00,other,111,0,9
nc,2013,lower,HB 569,NCV00009601,lower,Second Reading,2013-07-11 18:22:00,other,109,3,7
nc,2013,lower,HB 569,NCV00010334,lower,M11 Concur  R3 Ruled Mat'l,2014-06-24 14:12:00,other,109,0,11
nc,2013,lower,HB 888,NCV00008684,lower,Second Reading,2013-05-14 16:38:00,other,116,0,4
nc,2013,upper,SR 809,NCV00009972,upper,Motion 8 To Adopt,2014-05-21 14:19:00,other,47,0,3
nc,2013,lower,HB 726,NCV00009775,upper,Amendment 3,2013-07-23 17:01:00,other,10,39,1
nc,2013,upper,SB 10,NCV00007724,upper,Amendment 6,2013-02-07 11:57:00,other,49,0,1
nc,2013,lower,HB 267,NCV00008758,lower,Second Reading,2013-05-16 13:47:00,other,113,0,7
nc,2013,lower,HB 267,NCV00010410,upper,Second Reading,2014-06-26 11:54:00,other,44,0,6
nc,2013,lower,HB 884,NCV00010727,lower,M11 Concur,2014-07-31 11:02:00,other,112,0,7
nc,2013,lower,HB 884,NCV00010713,upper,Amendment 1,2014-07-30 16:21:00,other,46,0,4
nc,2013,lower,HB 884,NCV00010712,upper,Second Reading,2014-07-30 18:12:00,other,45,0,5
nc,2013,lower,HB 884,NCV00010714,upper,Amendment 3,2014-07-30 18:09:00,other,30,15,5
nc,2013,lower,HR 508,NCV00008870,lower,R2 For Adoption,2013-05-21 14:55:00,other,114,0,6
nc,2013,lower,HB 143,NCV00008300,lower,A1 Jones   Second Reading,2013-04-30 14:24:00,other,118,0,2
nc,2013,lower,HB 632,NCV00008644,lower,Second Reading,2013-05-14 16:05:00,other,114,0,6
nc,2013,lower,HB 573,NCV00010163,upper,Second Reading,2014-06-11 15:34:00,other,47,0,3
nc,2013,upper,SB 452,NCV00009012,lower,A2 Glazier   Third Reading,2013-06-06 12:39:00,other,114,0,6
nc,2013,upper,SB 452,NCV00008953,lower,A1 Stam   Second Reading,2013-06-05 14:17:00,other,114,0,6
nc,2013,lower,HB 1165,NCV00010085,lower,Second Reading,2014-06-03 15:57:00,other,114,0,6
nc,2013,lower,HB 1244,NCV00010277,lower,Second Reading,2014-06-18 17:34:00,other,90,23,7
nc,2013,lower,HB 1244,NCV00010298,lower,Third Reading,2014-06-19 11:15:00,other,87,23,10
nc,2013,lower,HB 828,NCV00008912,lower,Second Reading,2013-05-29 15:13:00,other,116,1,3
nc,2013,upper,SB 159,NCV00009612,lower,Third Reading,2013-07-15 19:38:00,other,112,0,8
nc,2013,lower,HB 1201,NCV00010115,lower,Second Reading,2014-06-05 13:47:00,other,60,54,6
nc,2013,lower,HB 1201,NCV00010149,lower,Third Reading,2014-06-10 16:09:00,other,57,60,3
nc,2013,lower,HB 1201,NCV00010150,lower,M4 Previous Question  Third Reading,2014-06-10 16:06:00,other,69,48,3
nc,2013,lower,HR 1270,NCV00010336,lower,R2 For Adoption,2014-06-24 14:15:00,other,110,0,10
nc,2013,lower,HJR 901,NCV00010784,upper,Second Reading,2014-08-14 20:38:00,other,40,0,9
nc,2013,lower,HB 101,NCV00010605,upper,Second Reading,2014-07-17 10:53:00,other,42,2,6
nc,2013,lower,HB 101,NCV00008500,lower,Third Reading,2013-05-08 15:49:00,other,82,37,1
nc,2013,lower,HB 101,NCV00010673,lower,M11 Concur,2014-07-25 10:37:00,other,99,0,20
nc,2013,upper,SB 574,NCV00010198,lower,A2 Glazier   Second Reading,2014-06-13 08:56:00,other,109,0,11
nc,2013,upper,SB 574,NCV00010197,lower,A1 Ramsey   Second Reading,2014-06-13 08:54:00,other,109,0,11
nc,2013,upper,SB 574,NCV00010195,lower,Second Reading,2014-06-13 09:01:00,other,109,0,11
nc,2013,upper,SB 574,NCV00010196,lower,M12 Suspend Rules,2014-06-13 09:02:00,other,108,0,12
nc,2013,upper,SB 574,NCV00010278,upper,Motion 9 To Concur,2014-06-18 14:23:00,other,49,0,1
nc,2013,lower,HJR 1112,NCV00009977,lower,M6 Reconsider  Third Reading,2014-05-27 17:23:00,other,81,32,7
nc,2013,lower,HJR 1112,NCV00010777,lower,M12 Suspend Rules,2014-05-27 17:16:00,other,78,40,2
nc,2013,lower,HJR 1112,NCV00009974,lower,Second Reading,2014-05-27 17:12:00,other,78,39,3
nc,2013,lower,HJR 1112,NCV00009975,lower,Third Reading,2014-05-27 17:16:00,other,78,40,2
nc,2013,lower,HJR 1112,NCV00009973,lower,Third Reading,2014-05-28 15:57:00,other,79,40,1
nc,2013,lower,HJR 1112,NCV00010249,upper,Second Reading,2014-06-16 19:54:00,other,31,18,1
nc,2013,lower,HB 248,NCV00009204,lower,M11 Concur Sen. Amd. 1,2013-06-17 19:23:00,other,110,0,10
nc,2013,upper,SB 127,NCV00009255,lower,Second Reading,2013-06-26 13:55:00,other,77,38,5
nc,2013,lower,HB 272,NCV00008153,lower,A1 Stam   Second Reading,2013-04-17 15:43:00,other,111,0,9
nc,2013,lower,HB 272,NCV00010728,lower,M11 Not Concur,2014-07-31 10:57:00,other,112,0,7
nc,2013,lower,HB 272,NCV00010747,upper,Conference Rpt Motion 8 To Adopt,2014-07-31 21:40:00,other,43,1,6
nc,2013,lower,HB 272,NCV00010707,upper,Second Reading,2014-07-29 15:09:00,other,46,0,4
nc,2013,lower,HB 1026,NCV00010107,lower,Second Reading,2014-06-04 17:04:00,other,117,0,3
nc,2013,upper,SB 403,NCV00010337,lower,A1 Lewis   Second Reading,2014-06-24 15:08:00,other,111,0,9
nc,2013,upper,SB 403,NCV00010339,lower,A5 Harrison   Second Reading,2014-06-24 15:29:00,other,59,55,6
nc,2013,upper,SB 403,NCV00010619,upper,Motion 9 To Concur,2014-07-21 19:19:00,other,0,48,2
nc,2013,upper,SB 403,NCV00010341,lower,Second Reading,2014-06-24 15:32:00,other,81,33,6
nc,2013,upper,SB 403,NCV00010340,lower,"A2 Hall, L.   Second Reading",2014-06-24 15:15:00,other,43,70,7
nc,2013,upper,SB 403,NCV00008566,upper,SECOND READING,2013-05-13 20:09:00,other,48,0,2
nc,2013,upper,SB 403,NCV00010338,lower,A4 Stone   Second Reading,2014-06-24 15:21:00,other,101,12,7
nc,2013,upper,SB 403,NCV00010342,lower,"A3 Hall, L. M3 To Lay On The Table  Second Reading",2014-06-24 15:19:00,other,66,47,7
nc,2013,upper,SJR 881,NCV00010773,lower,Second Reading,2014-08-02 10:17:00,other,90,17,12
nc,2013,upper,SJR 881,NCV00010750,upper,Amendment 1,2014-08-01 00:47:00,other,41,2,7
nc,2013,upper,SJR 881,NCV00010749,upper,Second Reading,2014-08-01 00:50:00,other,40,3,7
nc,2013,lower,HB 24,NCV00009092,lower,M11 Concur,2013-06-10 19:13:00,other,114,0,6
nc,2013,lower,HB 24,NCV00007827,lower,"A1 Moore, T.   Second Reading",2013-02-13 14:36:00,other,117,0,3
nc,2013,upper,SB 859,NCV00010647,upper,Second Reading,2014-07-24 10:22:00,other,45,3,2
nc,2013,upper,SB 859,NCV00010729,lower,Second Reading,2014-07-31 10:50:00,other,109,2,8
nc,2013,lower,HB 428,NCV00008614,lower,Second Reading,2013-05-14 14:32:00,other,115,0,5
nc,2013,lower,HB 1155,NCV00010620,upper,Third Reading,2014-07-21 18:48:00,other,37,11,2
nc,2013,lower,HB 1155,NCV00010648,lower,M11 Concur Sen. Amd. 1,2014-07-24 15:03:00,other,108,1,10
nc,2013,lower,HB 1155,NCV00010411,lower,Second Reading,2014-06-26 11:48:00,other,113,2,5
nc,2013,lower,HB 1155,NCV00010482,lower,Third Reading,2014-06-30 18:15:00,other,112,3,5
nc,2013,lower,HB 1155,NCV00010606,upper,Second Reading,2014-07-17 12:02:00,other,34,12,4
nc,2013,lower,HB 675,NCV00008650,lower,A1 Murry   Second Reading,2013-05-13 20:06:00,other,114,0,6
nc,2013,lower,HB 479,NCV00008621,lower,Second Reading,2013-05-14 16:02:00,other,116,0,4
nc,2013,lower,HB 269,NCV00009742,lower,M11 Concur,2013-07-22 16:19:00,other,90,21,9
nc,2013,lower,HR 275,NCV00007894,lower,R2 For Adoption,2013-03-12 13:49:00,other,118,0,2
nc,2013,lower,HB 332,NCV00008196,lower,A1 Stam   Second Reading,2013-04-22 19:43:00,other,112,3,5
nc,2013,lower,HR 1130,NCV00009978,lower,R2 For Adoption,2014-05-21 15:50:00,other,116,0,4
nc,2013,lower,HB 189,NCV00010634,upper,Second Reading,2014-06-25 14:21:00,other,46,0,4
nc,2013,lower,HB 189,NCV00010393,upper,Amendment 2,2014-06-25 14:20:00,other,46,0,4
nc,2013,lower,HB 189,NCV00010498,lower,M11 Not Concur,2014-07-01 15:20:00,other,116,0,4
nc,2013,lower,HB 436,NCV00009564,lower,Second Reading,2013-07-10 15:41:00,other,86,24,9
nc,2013,lower,HB 1234,NCV00010565,lower,Second Reading,2014-07-02 21:13:00,other,106,2,12
nc,2013,lower,HB 1144,NCV00010566,lower,Second Reading,2014-07-02 21:03:00,other,107,0,13
nc,2013,upper,SB 488,NCV00009616,lower,Second Reading,2013-07-15 19:44:00,other,110,3,7
nc,2013,lower,HB 462,NCV00008381,lower,Second Reading,2013-05-02 13:37:00,other,107,4,9
nc,2013,lower,HB 1088,NCV00010279,lower,Second Reading,2014-06-18 17:16:00,other,114,0,6
nc,2013,upper,SB 763,NCV00010751,lower,"A6 Moore, T.   Third Reading",2014-08-01 16:51:00,other,105,1,13
nc,2013,upper,SB 763,NCV00010756,lower,A4 Iler M4 Previous Question  Third Reading,2014-08-01 16:41:00,other,77,28,14
nc,2013,upper,SB 763,NCV00010649,upper,Amendment 1,2014-07-24 10:49:00,other,21,27,2
nc,2013,upper,SB 763,NCV00010730,lower,A1 Davis   Second Reading,2014-07-31 15:24:00,other,77,36,6
nc,2013,upper,SB 763,NCV00010755,lower,Third Reading,2014-08-01 16:52:00,other,86,20,13
nc,2013,upper,SB 763,NCV00010754,lower,A4 Iler   Third Reading,2014-08-01 16:41:00,other,36,69,14
nc,2013,upper,SB 763,NCV00010731,lower,Second Reading,2014-07-31 15:37:00,other,85,26,8
nc,2013,upper,SB 763,NCV00010753,lower,A5 Cleveland   Third Reading,2014-08-01 16:43:00,other,96,8,15
nc,2013,upper,SB 763,NCV00010635,upper,Second Reading,2014-07-23 12:26:00,other,48,2,0
nc,2013,upper,SB 763,NCV00010752,lower,A3 Hager   Third Reading,2014-08-01 16:10:00,other,98,11,10
nc,2013,upper,SB 763,NCV00010650,upper,Third Reading,2014-07-24 10:51:00,other,46,2,2
nc,2013,upper,SB 393,NCV00008939,lower,A2 Blust   Second Reading,2013-06-04 14:35:00,other,116,0,4
nc,2013,lower,HB 10,NCV00008924,lower,C RPT Adopted,2013-06-03 19:27:00,other,98,12,10
nc,2013,lower,HB 23,NCV00007824,lower,Second Reading,2013-02-14 14:30:00,other,114,2,4
nc,2013,upper,SB 370,NCV00010108,lower,Second Reading,2014-06-04 18:49:00,other,106,9,5
nc,2013,upper,SB 370,NCV00008530,upper,Second Reading,2013-05-09 12:24:00,other,48,0,2
nc,2013,lower,HB 1157,NCV00010413,lower,Second Reading,2014-06-25 16:03:00,other,112,1,7
nc,2013,upper,SB 42,NCV00010806,upper,Motion 9 To Concur,2014-08-20 19:29:00,other,40,0,10
nc,2013,upper,SB 42,NCV00010567,lower,Second Reading,2014-07-02 21:21:00,other,108,1,11
nc,2013,lower,HB 149,NCV00007890,lower,Second Reading,2013-03-07 13:31:00,other,113,0,7
nc,2013,upper,SB 85,NCV00010484,lower,A1 Lewis   Second Reading,2014-06-30 18:50:00,other,116,0,4
nc,2013,upper,SB 85,NCV00010483,lower,Second Reading,2014-06-30 18:52:00,other,115,1,4
nc,2013,lower,HB 25,NCV00007829,lower,Second Reading,2013-02-12 14:54:00,other,116,0,4
nc,2013,lower,HB 1056,NCV00010621,upper,Third Reading,2014-07-22 15:14:00,other,49,0,1
nc,2013,lower,HB 1056,NCV00010622,upper,Second Reading,2014-07-21 18:50:00,other,48,0,2
nc,2013,lower,HB 1056,NCV00010485,lower,Second Reading,2014-06-30 18:18:00,other,114,0,6
nc,2013,lower,HB 1056,NCV00010499,lower,Third Reading,2014-07-01 15:22:00,other,115,1,4
nc,2013,lower,HB 1140,NCV00010086,lower,Second Reading,2014-06-03 15:53:00,other,114,0,6
nc,2013,lower,HB 1140,NCV00010088,lower,A1 Samuelson   Second Reading,2014-06-03 15:50:00,other,114,0,6
nc,2013,lower,HB 1140,NCV00010087,lower,A2 Moffitt   Second Reading,2014-06-03 15:52:00,other,113,0,7
nc,2013,upper,SB 372,NCV00008488,upper,Second Reading,2013-05-07 15:25:00,other,47,1,2
nc,2013,upper,SB 372,NCV00009544,lower,Second Reading,2013-07-10 14:41:00,other,110,0,9
nc,2013,lower,HB 673,NCV00008249,lower,Second Reading,2013-04-25 13:40:00,other,117,0,3
nc,2013,lower,HB 1267,NCV00010345,lower,Second Reading,2014-06-24 14:31:00,other,115,0,5
nc,2013,upper,SB 163,NCV00010651,lower,C RPT Adoption,2014-07-24 17:06:00,other,100,1,18
nc,2013,upper,SB 163,NCV00010732,lower,M6 Reconsider  C RPT Adoption,2014-07-31 10:09:00,other,85,21,13
nc,2013,upper,SB 163,NCV00010733,lower,C RPT Adoption,2014-07-31 14:09:00,other,111,0,8
nc,2013,upper,SB 163,NCV00008050,upper,SECOND READING,2013-04-10 14:42:00,other,49,0,1
nc,2013,upper,SB 163,NCV00010346,upper,Motion 9 To Concur,2014-06-24 17:04:00,other,0,45,5
nc,2013,upper,SB 163,NCV00010300,lower,Second Reading,2014-06-19 12:10:00,other,117,0,3
nc,2013,upper,SB 163,NCV00010299,lower,A1 Wells   Second Reading,2014-06-19 12:10:00,other,117,0,3
nc,2013,lower,HR 1260,NCV00010199,lower,R2 For Adoption,2014-06-12 12:26:00,other,117,0,3
nc,2013,lower,HB 786,NCV00009686,lower,A2 Cleveland   Third Reading,2013-07-17 13:45:00,other,29,82,9
nc,2013,lower,HB 1060,NCV00009979,lower,Second Reading,2014-05-28 16:01:00,other,118,0,2
nc,2013,lower,HB 1060,NCV00010251,upper,Second Reading,2014-06-16 19:34:00,other,49,0,1
nc,2013,upper,SB 328,NCV00009288,upper,Amendment 2,2013-06-24 19:25:00,other,44,1,5
nc,2013,lower,HB 563,NCV00009378,lower,Second Reading,2013-06-20 11:46:00,other,103,0,17
nc,2013,lower,HB 250,NCV00009619,lower,C RPT Adopted,2013-07-16 11:11:00,other,68,47,5
nc,2013,lower,HB 568,NCV00009501,lower,Third Reading,2013-07-08 19:25:00,other,70,38,11
nc,2013,lower,HB 94,NCV00008593,lower,Second Reading,2013-05-14 15:50:00,other,116,0,4
nc,2013,upper,SB 261,NCV00009981,lower,Third Reading,2014-05-27 16:49:00,other,117,1,2
nc,2013,upper,SB 261,NCV00009980,lower,VOTE TAKEN BY CALL OF THE ROLL AT THE CAPITOL  Second Reading,2014-05-22 15:47:00,other,109,0,11
nc,2013,lower,HJR 1074,NCV00010252,upper,Second Reading,2014-06-16 19:36:00,other,49,0,1
nc,2013,lower,HJR 1074,NCV00009982,lower,Second Reading,2014-05-27 16:52:00,other,117,0,3
nc,2013,lower,HB 725,NCV00009985,lower,A1 McNeill   Third Reading,2014-05-21 16:59:00,other,101,14,5
nc,2013,lower,HB 725,NCV00009907,lower,Second Reading,2013-07-26 11:24:00,other,61,37,22
nc,2013,lower,HB 725,NCV00009984,lower,Third Reading,2014-05-21 17:50:00,other,77,39,4
nc,2013,lower,HB 1181,NCV00010652,upper,Amendment 3,2014-07-24 13:18:00,other,16,29,5
nc,2013,lower,HB 1181,NCV00010654,upper,Amendment 1,2014-07-24 13:01:00,other,46,0,4
nc,2013,lower,HB 1181,NCV00010568,lower,Second Reading,2014-07-02 15:58:00,other,113,0,7
nc,2013,lower,HB 1181,NCV00010701,upper,Third Reading,2014-07-28 18:21:00,other,29,17,4
nc,2013,lower,HB 1181,NCV00010655,upper,Amendment 2,2014-07-24 13:10:00,other,16,30,4
nc,2013,lower,HB 1181,NCV00010653,upper,Second Reading,2014-07-24 13:59:00,other,28,17,5
nc,2013,upper,SB 483,NCV00009865,lower,Second Reading,2013-07-25 23:51:00,other,103,4,13
